lat	lon	sample	Year_stored	reg	iso	iso2	geo	mcov	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	ivm
16.5388	-23.0418	CAP_CAP_CH_0011	1999	CAP	CAP	CAP	Western.Africa	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
16.5388	-23.0418	CAP_CAP_CH_0013	1999	CAP	CAP	CAP	Western.Africa	0.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
16.5388	-23.0418	CAP_CAP_CH_0014	1999	CAP	CAP	CAP	Western.Africa	0.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
16.5388	-23.0418	CAP_CAP_CH_0015	1999	CAP	CAP	CAP	Western.Africa	2.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
16.5388	-23.0418	CAP_CAP_CH_008	1999	CAP	CAP	CAP	Western.Africa	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
16.5388	-23.0418	CAP_CAP_CH_013	1999	CAP	CAP	CAP	Western.Africa	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
31.7917	-7.0926	MOR_MAR_OA_001	2000	MOR	MOR	MAR	Mediterranean.Area	1.42	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_0010	2000	MOR	MOR	MAR	Mediterranean.Area	1.86	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_0011	2000	MOR	MOR	MAR	Mediterranean.Area	1.02	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_0012	2000	MOR	MOR	MAR	Mediterranean.Area	2.42	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_0013	2000	MOR	MOR	MAR	Mediterranean.Area	2.04	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_0014	2000	MOR	MOR	MAR	Mediterranean.Area	13.1	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_0015	2000	MOR	MOR	MAR	Mediterranean.Area	8.1	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_002	2000	MOR	MOR	MAR	Mediterranean.Area	0.28	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_003	2000	MOR	MOR	MAR	Mediterranean.Area	0.75	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_005	2000	MOR	MOR	MAR	Mediterranean.Area	1.41	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_006	2000	MOR	MOR	MAR	Mediterranean.Area	0.52	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_008	2000	MOR	MOR	MAR	Mediterranean.Area	1.37	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
31.7917	-7.0926	MOR_MAR_OA_009	2000	MOR	MOR	MAR	Mediterranean.Area	11.21	182	163	47	5949	371	27	344	142	259	259	106	374	57	1	63	155	13	13	135	0
37.7412	-25.6756	POR_ACO_CH_001	1999	POR	ACO	ACO	Mediterranean.Area	3.7	174	59	40	2771	256	112	144	155	205	214	143	991	134	32	40	375	105	157	308	0
37.7412	-25.6756	POR_ACO_CH_002	1999	POR	ACO	ACO	Mediterranean.Area	0.24	174	59	40	2771	256	112	144	155	205	214	143	991	134	32	40	375	105	157	308	0
37.7412	-25.6756	POR_ACO_CH_003	1999	POR	ACO	ACO	Mediterranean.Area	0.41	174	59	40	2771	256	112	144	155	205	214	143	991	134	32	40	375	105	157	308	0
37.7412	-25.6756	POR_ACO_CH_004	1999	POR	ACO	ACO	Mediterranean.Area	0.17	174	59	40	2771	256	112	144	155	205	214	143	991	134	32	40	375	105	157	308	0
37.7412	-25.6756	POR_ACO_CH_005	1999	POR	ACO	ACO	Mediterranean.Area	4.44	174	59	40	2771	256	112	144	155	205	214	143	991	134	32	40	375	105	157	308	0
43.1866	-0.9449	FRA_INB_OA_002	2005	FRA	FRA.2	INB	Mediterranean.Area	7.82	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_INB_OA_003	2005	FRA	FRA.2	INB	Mediterranean.Area	0.78	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_LAR_OA_001	2004	FRA	FRA.2	LAR	Mediterranean.Area	0.32	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_LAR_OA_004	2004	FRA	FRA.2	LAR	Mediterranean.Area	0.72	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_DEL_OA_002	2005	FRA	FRA.2	DEL	Mediterranean.Area	0.62	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_GAR_OA_001	2005	FRA	FRA.2	GAR	Mediterranean.Area	5.59	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_LAR_OA_003	2004	FRA	FRA.2	LAR	Mediterranean.Area	0.58	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_INB_OA_001	2005	FRA	FRA.2	INB	Mediterranean.Area	1.38	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_GAR_OA_004	2005	FRA	FRA.2	GAR	Mediterranean.Area	1.37	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_LAT_OA_002	2005	FRA	FRA.2	LAT	Mediterranean.Area	0.48	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_GAR_OA_002	2005	FRA	FRA.2	GAR	Mediterranean.Area	1.38	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.1866	-0.9449	FRA_GAR_OA_003	2005	FRA	FRA.2	GAR	Mediterranean.Area	0.76	126	99	41	5120	254	14	240	96	191	192	60	1031	122	51	20	324	199	211	304	0
43.9251	2.1486	FRA_HAI_OA_001	2009	FRA	FRA.3	HAI	Mediterranean.Area	0.47	131	102	38	5762	277	12	265	95	205	205	56	730	75	38	14	199	153	153	196	0
43.9251	2.1486	FRA_HAI_OA_003	2009	FRA	FRA.3	HAI	Mediterranean.Area	0.49	131	102	38	5762	277	12	265	95	205	205	56	730	75	38	14	199	153	153	196	0
43.9251	2.1486	FRA_HER_OA_001	2005	FRA	FRA.3	HER	Mediterranean.Area	0.59	131	102	38	5762	277	12	265	95	205	205	56	730	75	38	14	199	153	153	196	0
43.9251	2.1486	FRA_HER_OA_002	2005	FRA	FRA.3	HER	Mediterranean.Area	0.73	131	102	38	5762	277	12	265	95	205	205	56	730	75	38	14	199	153	153	196	0
43.9251	2.1486	FRA_HER_OA_003	2005	FRA	FRA.3	HER	Mediterranean.Area	0.12	131	102	38	5762	277	12	265	95	205	205	56	730	75	38	14	199	153	153	196	0
43.9251	2.1486	FRA_HER_OA_004	2005	FRA	FRA.3	HER	Mediterranean.Area	0.5	131	102	38	5762	277	12	265	95	205	205	56	730	75	38	14	199	153	153	196	0
45.6836	2.8415	FRA_ORB_OA_001	2008	FRA	FRA.4	ORB	Mediterranean.Area	5.35	77	96	39	5435	215	-31	246	129	17	147	9	834	102	49	22	257	158	242	171	0
45.6836	2.8415	FRA_ORB_OA_002	2008	FRA	FRA.4	ORB	Mediterranean.Area	1.6	77	96	39	5435	215	-31	246	129	17	147	9	834	102	49	22	257	158	242	171	0
45.6836	2.8415	FRA_ORB_OA_003	2008	FRA	FRA.4	ORB	Mediterranean.Area	1.46	77	96	39	5435	215	-31	246	129	17	147	9	834	102	49	22	257	158	242	171	0
45.6836	2.8415	FRA_ORB_OA_004	2008	FRA	FRA.4	ORB	Mediterranean.Area	3.53	77	96	39	5435	215	-31	246	129	17	147	9	834	102	49	22	257	158	242	171	0
46.3237	-0.4648	FRA_BER_CH_001	1999	FRA	FRA.1	BER	Mediterranean.Area	3.83	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_BER_CH_002	1999	FRA	FRA.1	BER	Mediterranean.Area	3.83	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_BER_CH_003	1999	FRA	FRA.1	BER	Mediterranean.Area	4.54	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_BER_CH_004	1999	FRA	FRA.1	BER	Mediterranean.Area	2.74	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_BOL_CH_001	1999	FRA	FRA.1	BOL	Mediterranean.Area	3.48	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_BOL_CH_002	1999	FRA	FRA.1	BOL	Mediterranean.Area	3.04	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_BOL_CH_003	1999	FRA	FRA.1	BOL	Mediterranean.Area	5.38	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_BOL_CH_004	1999	FRA	FRA.1	BOL	Mediterranean.Area	11.78	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_CER_CH_001	1998	FRA	FRA.1	CER	Mediterranean.Area	0.83	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_CER_CH_002	1998	FRA	FRA.1	CER	Mediterranean.Area	0.53	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_CER_CH_003	1998	FRA	FRA.1	CER	Mediterranean.Area	5.27	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_CER_CH_004	1998	FRA	FRA.1	CER	Mediterranean.Area	3.3	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_POU_CH_004	1998	FRA	FRA.1	POU	Mediterranean.Area	3.42	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_SER_CH_001	1999	FRA	FRA.1	SER	Mediterranean.Area	1.86	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_SER_CH_002	1999	FRA	FRA.1	SER	Mediterranean.Area	0.31	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_SER_CH_003	1999	FRA	FRA.1	SER	Mediterranean.Area	2.89	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_SER_CH_004	1999	FRA	FRA.1	SER	Mediterranean.Area	1.5	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_GCH_CH_001	1999	FRA	FRA.1	GCH	Mediterranean.Area	6.27	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_GCH_CH_002	1999	FRA	FRA.1	GCH	Mediterranean.Area	0.66	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_GCH_CH_003	1999	FRA	FRA.1	GCH	Mediterranean.Area	2.9	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_GCH_CH_004	1999	FRA	FRA.1	GCH	Mediterranean.Area	1.13	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_GRO_CH_001	1999	FRA	FRA.1	GRO	Mediterranean.Area	2.55	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_GRO_CH_002	1999	FRA	FRA.1	GRO	Mediterranean.Area	4.51	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_GRO_CH_003	1999	FRA	FRA.1	GRO	Mediterranean.Area	2.46	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_GRO_CH_004	1999	FRA	FRA.1	GRO	Mediterranean.Area	1.7	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_POU_CH_003	1998	FRA	FRA.1	POU	Mediterranean.Area	2.52	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_HUM_CH_001	1999	FRA	FRA.1	HUM	Mediterranean.Area	4.98	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_HOC_CH_002	1999	FRA	FRA.1	HOC	Mediterranean.Area	4.35	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_HOC_CH_003	1999	FRA	FRA.1	HOC	Mediterranean.Area	3.85	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_HOC_CH_004	1999	FRA	FRA.1	HOC	Mediterranean.Area	2.91	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_POU_CH_002	1998	FRA	FRA.1	POU	Mediterranean.Area	9.61	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_HUM_CH_002	1999	FRA	FRA.1	HUM	Mediterranean.Area	1.75	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_HUM_CH_003	1999	FRA	FRA.1	HUM	Mediterranean.Area	1.7	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_HUM_CH_004	1999	FRA	FRA.1	HUM	Mediterranean.Area	3.08	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
46.3237	-0.4648	FRA_POU_CH_001	1998	FRA	FRA.1	POU	Mediterranean.Area	0.91	123	87	38	5259	248	20	228	64	190	190	55	791	95	43	23	265	155	155	235	0
9.3077	2.3158	BEN_BEN_OA_001	2002	BEN	BEN	BEN	Western.Africa	0.3	268	128	68	1437	371	183	188	249	268	288	249	1145	237	2	88	657	11	119	657	0
9.3077	2.3158	BEN_BEN_OA_007	2002	BEN	BEN	BEN	Western.Africa	0.7	268	128	68	1437	371	183	188	249	268	288	249	1145	237	2	88	657	11	119	657	0
9.3077	2.3158	BEN_BEN_OA_008	2002	BEN	BEN	BEN	Western.Africa	0.16	268	128	68	1437	371	183	188	249	268	288	249	1145	237	2	88	657	11	119	657	0
9.3077	2.3158	BEN_BEN_OA_009	2002	BEN	BEN	BEN	Western.Africa	0.1	268	128	68	1437	371	183	188	249	268	288	249	1145	237	2	88	657	11	119	657	0
9.3077	2.3158	BEN_BEN_OA_010	2002	BEN	BEN	BEN	Western.Africa	0.39	268	128	68	1437	371	183	188	249	268	288	249	1145	237	2	88	657	11	119	657	0
