MAFbin MEAN_FST COMP
0.4 0.193981253984863 ZAI.CAP
0.5 0.320306136014175 ZAI.CAP
0.1 0.0772635866742887 ZAI.FRA.1
0.2 0.126637579352692 ZAI.FRA.1
0.3 0.135750735859701 ZAI.FRA.1
0.4 0.181044335033844 ZAI.FRA.1
0.5 0.221549242592958 ZAI.FRA.1
0.1 0.0749994955510355 ZAI.FRA.2
0.2 0.0604737384154283 ZAI.FRA.2
0.3 0.140610576684523 ZAI.FRA.2
0.4 0.240940489635261 ZAI.FRA.2
0.5 0.419346949612159 ZAI.FRA.2
0.1 0.0134114280509585 ZAI.FRA.3
0.2 0.01889692448326 ZAI.FRA.3
0.3 0.0990458773143236 ZAI.FRA.3
0.4 0.21285858078528 ZAI.FRA.3
0.5 0.331044797060998 ZAI.FRA.3
0.1 0.0228097526570382 ZAI.FRG
0.2 0.071497970065969 ZAI.FRG
0.3 0.118177302245655 ZAI.FRG
0.4 0.151692096277202 ZAI.FRG
0.5 0.197984309467438 ZAI.FRG
0.1 0.0625985159835409 ZAI.IND
0.2 0.0717750063783827 ZAI.IND
0.3 0.136008920853134 ZAI.IND
0.4 0.173913254981517 ZAI.IND
0.5 0.289857413509545 ZAI.IND
0.1 0.0565028489255597 ZAI.MOR
0.2 0.085498623975675 ZAI.MOR
0.3 0.146980692970329 ZAI.MOR
0.4 0.171009514394096 ZAI.MOR
0.5 0.273248800317424 ZAI.MOR
0.1 0.00997747499810133 ZAI.NAM
0.2 0.0322904661956165 ZAI.NAM
0.3 0.0855506046475505 ZAI.NAM
0.4 0.112220945511291 ZAI.NAM
0.5 0.184450235220307 ZAI.NAM
0.1 0.0702539120621349 ZAI.STO
0.2 0.105669236323306 ZAI.STO
0.3 0.162420735745828 ZAI.STO
0.4 0.180433448118762 ZAI.STO
0.5 0.301073631906877 ZAI.STO
